id,Qual a principal razão para você ter escolhido a sua instituição de educação superior?,Categoria
2910,Qualidade/reputação,Pública
2911,Qualidade/reputação,Pública
2912,Qualidade/reputação,Pública
2913,Gratuidade,Pública
2914,Qualidade/reputação,Pública
2915,Gratuidade,Pública
2916,Gratuidade,Pública
2917,Qualidade/reputação,Pública
2918,Qualidade/reputação,Pública
2919,Gratuidade,Pública
2920,Outro motivo,Pública
2921,Gratuidade,Pública
2922,Qualidade/reputação,Pública
2923,Proximidade da minha residência,Pública
2924,Qualidade/reputação,Pública
2925,Outro motivo,Pública
2926,Gratuidade,Pública
2927,Qualidade/reputação,Pública
2928,Gratuidade,Pública
2929,Gratuidade,Pública
2930,Gratuidade,Pública
2931,Qualidade/reputação,Pública
2932,Qualidade/reputação,Pública
2933,Qualidade/reputação,Pública
2934,Qualidade/reputação,Pública
2935,Qualidade/reputação,Pública
2936,Qualidade/reputação,Pública
2937,Gratuidade,Pública
2938,Qualidade/reputação,Pública
2939,Qualidade/reputação,Pública
2940,Qualidade/reputação,Pública
2941,Gratuidade,Pública
2942,Proximidade da minha residência,Pública
2943,Proximidade da minha residência,Pública
2944,Outro motivo,Pública
2945,Qualidade/reputação,Pública
2946,Gratuidade,Pública
2947,Proximidade da minha residência,Pública
2948,Qualidade/reputação,Pública
2949,Qualidade/reputação,Pública
2950,Qualidade/reputação,Pública
2951,Qualidade/reputação,Pública
2952,Qualidade/reputação,Pública
2953,Qualidade/reputação,Pública
2954,Qualidade/reputação,Pública
2955,Qualidade/reputação,Pública
2956,Qualidade/reputação,Pública
2957,Qualidade/reputação,Pública
2958,Qualidade/reputação,Pública
2959,Qualidade/reputação,Pública
2960,Qualidade/reputação,Pública
2961,Proximidade da minha residência,Pública
2962,Qualidade/reputação,Pública
2963,Qualidade/reputação,Pública
2964,Qualidade/reputação,Pública
2965,Gratuidade,Pública
2966,Qualidade/reputação,Pública
2967,Qualidade/reputação,Pública
2968,Qualidade/reputação,Pública
2969,Qualidade/reputação,Pública
2970,Gratuidade,Pública
2971,Gratuidade,Pública
2972,Facilidade de acesso,Pública
2973,Qualidade/reputação,Pública
2974,Gratuidade,Pública
2975,Gratuidade,Pública
2976,Proximidade da minha residência,Pública
2977,Qualidade/reputação,Pública
2978,Qualidade/reputação,Pública
2979,Qualidade/reputação,Pública
2980,Qualidade/reputação,Pública
2981,Qualidade/reputação,Pública
2982,Qualidade/reputação,Pública
2983,Qualidade/reputação,Pública
2984,Qualidade/reputação,Pública
2985,Proximidade da minha residência,Pública
2986,Gratuidade,Pública
2987,Gratuidade,Pública
2988,Qualidade/reputação,Pública
2989,Gratuidade,Pública
2991,Qualidade/reputação,Pública
2992,Proximidade da minha residência,Pública
2993,Qualidade/reputação,Pública
2994,Qualidade/reputação,Pública
2995,Qualidade/reputação,Pública
2996,Gratuidade,Pública
2997,Qualidade/reputação,Pública
2998,Qualidade/reputação,Pública
2999,Outro motivo,Pública
3000,Gratuidade,Pública
3001,Gratuidade,Pública
3002,Qualidade/reputação,Pública
3004,Qualidade/reputação,Pública
3005,Qualidade/reputação,Pública
3006,Qualidade/reputação,Pública
3007,Gratuidade,Pública
3008,Qualidade/reputação,Pública
3009,Qualidade/reputação,Pública
3010,Gratuidade,Pública
3011,Gratuidade,Pública
3012,Qualidade/reputação,Pública
3013,Gratuidade,Pública
3014,Gratuidade,Pública
3015,Qualidade/reputação,Pública
3016,Proximidade da minha residência,Pública
3017,Gratuidade,Pública
3018,Qualidade/reputação,Pública
3019,Qualidade/reputação,Pública
3020,Qualidade/reputação,Pública
3021,Gratuidade,Pública
3022,Qualidade/reputação,Pública
3023,Gratuidade,Pública
3024,Qualidade/reputação,Pública
3025,Gratuidade,Pública
3026,Qualidade/reputação,Pública
3027,Qualidade/reputação,Pública
3028,Qualidade/reputação,Pública
3029,Qualidade/reputação,Pública
3031,Gratuidade,Pública
3032,Gratuidade,Pública
3033,Gratuidade,Pública
3035,Gratuidade,Pública
3036,Qualidade/reputação,Pública
3037,Gratuidade,Pública
3038,Gratuidade,Pública
3039,Qualidade/reputação,Pública
3041,Gratuidade,Pública
3042,Gratuidade,Pública
3043,Gratuidade,Pública
3045,Gratuidade,Pública
3046,Gratuidade,Pública
3047,Qualidade/reputação,Pública
3048,Qualidade/reputação,Pública
3049,Gratuidade,Pública
3050,Gratuidade,Pública
3051,Foi a única onde tive aprovação,Pública
3052,Gratuidade,Pública
3054,Qualidade/reputação,Pública
3055,Gratuidade,Pública
3057,Gratuidade,Pública
3058,Qualidade/reputação,Pública
3059,Gratuidade,Pública
3060,Possibilidade de ter bolsa de estudo,Pública
3061,Proximidade da minha residência,Pública
3062,Gratuidade,Pública
3063,Qualidade/reputação,Pública
3064,Gratuidade,Pública
3065,Qualidade/reputação,Pública
3066,Qualidade/reputação,Pública
3067,Gratuidade,Pública
3068,Gratuidade,Pública
3069,Qualidade/reputação,Pública
3070,Outro motivo,Pública
3071,Gratuidade,Pública
3072,Qualidade/reputação,Pública
3073,Qualidade/reputação,Pública
3074,Gratuidade,Pública
3075,Qualidade/reputação,Pública
3076,Qualidade/reputação,Pública
3078,Qualidade/reputação,Pública
3079,Foi a única onde tive aprovação,Pública
3080,Gratuidade,Pública
3081,Gratuidade,Pública
3083,Gratuidade,Pública
3084,Qualidade/reputação,Pública
3085,Gratuidade,Pública
3086,Outro motivo,Pública
3087,Facilidade de acesso,Pública
3088,Possibilidade de ter bolsa de estudo,Pública
3089,Gratuidade,Pública
3090,Gratuidade,Pública
3091,Gratuidade,Pública
3092,Gratuidade,Pública
3093,Gratuidade,Pública
3094,Proximidade da minha residência,Pública
3095,Outro motivo,Pública
3096,Qualidade/reputação,Pública
3097,Gratuidade,Pública
3098,Gratuidade,Pública
3099,Gratuidade,Pública
3100,Qualidade/reputação,Pública
3101,Qualidade/reputação,Pública
3102,Gratuidade,Pública
3103,Foi a única onde tive aprovação,Pública
3104,Qualidade/reputação,Pública
3105,Qualidade/reputação,Pública
3106,Qualidade/reputação,Pública
3107,Gratuidade,Pública
3108,Gratuidade,Pública
3109,Gratuidade,Pública
3111,Gratuidade,Pública
3112,Facilidade de acesso,Pública
3113,Qualidade/reputação,Pública
3114,Qualidade/reputação,Pública
3115,Facilidade de acesso,Pública
3116,Qualidade/reputação,Pública
3117,Qualidade/reputação,Pública
3118,Qualidade/reputação,Pública
3119,Foi a única onde tive aprovação,Pública
3120,Qualidade/reputação,Pública
3121,Gratuidade,Pública
3122,Foi a única onde tive aprovação,Pública
3123,Gratuidade,Pública
3124,Gratuidade,Pública
3125,Qualidade/reputação,Pública
3126,Gratuidade,Pública
3127,Qualidade/reputação,Pública
3128,Qualidade/reputação,Pública
3129,Qualidade/reputação,Pública
3130,Foi a única onde tive aprovação,Pública
3131,Gratuidade,Pública
3132,Gratuidade,Pública
3133,Qualidade/reputação,Pública
3134,Gratuidade,Pública
3135,Gratuidade,Pública
3136,Gratuidade,Pública
3137,Qualidade/reputação,Pública
3138,Qualidade/reputação,Pública
3139,Gratuidade,Pública
3140,Gratuidade,Pública
3141,Qualidade/reputação,Pública
3142,Gratuidade,Pública
3143,Gratuidade,Pública
3144,Gratuidade,Pública
3145,Gratuidade,Pública
3146,Gratuidade,Pública
3147,Gratuidade,Pública
3148,Gratuidade,Pública
3149,Proximidade da minha residência,Pública
3150,Gratuidade,Pública
3151,Proximidade da minha residência,Pública
3152,Outro motivo,Pública
3153,Proximidade da minha residência,Pública
3154,Gratuidade,Pública
3155,Proximidade da minha residência,Pública
3156,Gratuidade,Pública
3157,Gratuidade,Pública
3158,Qualidade/reputação,Pública
3159,Qualidade/reputação,Pública
3160,Facilidade de acesso,Pública
3161,Gratuidade,Pública
3162,Gratuidade,Pública
3164,Outro motivo,Pública
3165,Gratuidade,Pública
3166,Qualidade/reputação,Pública
3167,Gratuidade,Pública
3168,Gratuidade,Pública
3169,Gratuidade,Pública
3170,Gratuidade,Pública
3171,Qualidade/reputação,Pública
3172,Gratuidade,Pública
3173,Gratuidade,Pública
3174,Gratuidade,Pública
3176,Qualidade/reputação,Privada
3177,Proximidade da minha residência,Privada
3178,Proximidade da minha residência,Privada
3179,Outro motivo,Privada
3180,Facilidade de acesso,Privada
3181,Outro motivo,Privada
3182,Proximidade do meu trabalho,Privada
3183,Outro motivo,Privada
3184,Possibilidade de ter bolsa de estudo,Privada
3185,Foi a única onde tive aprovação,Privada
3186,Qualidade/reputação,Privada
3187,Outro motivo,Privada
3188,Qualidade/reputação,Privada
3189,Qualidade/reputação,Privada
3190,Foi a única onde tive aprovação,Privada
3192,Outro motivo,Privada
3194,Qualidade/reputação,Privada
3195,Qualidade/reputação,Privada
3196,Facilidade de acesso,Privada
3198,Qualidade/reputação,Privada
3199,Qualidade/reputação,Privada
3200,Outro motivo,Privada
3201,Outro motivo,Privada
3202,Outro motivo,Privada
3203,Qualidade/reputação,Privada
3204,Outro motivo,Privada
3205,Outro motivo,Privada
3206,Outro motivo,Privada
3207,Qualidade/reputação,Privada
3208,Qualidade/reputação,Privada
3209,Qualidade/reputação,Privada
3210,Qualidade/reputação,Privada
3211,Qualidade/reputação,Privada
3213,Qualidade/reputação,Privada
3214,Possibilidade de ter bolsa de estudo,Privada
3215,Qualidade/reputação,Privada
3216,Qualidade/reputação,Privada
3218,Qualidade/reputação,Privada
3219,Outro motivo,Privada
3220,Qualidade/reputação,Privada
3222,Qualidade/reputação,Privada
3223,Proximidade da minha residência,Privada
3224,Qualidade/reputação,Privada
3225,Facilidade de acesso,Privada
3226,Foi a única onde tive aprovação,Privada
3227,Proximidade da minha residência,Privada
3228,Outro motivo,Privada
3229,Qualidade/reputação,Privada
3230,Qualidade/reputação,Privada
3231,Possibilidade de ter bolsa de estudo,Privada
3232,Facilidade de acesso,Privada
3234,Foi a única onde tive aprovação,Privada
3235,Qualidade/reputação,Privada
3236,Qualidade/reputação,Privada
3237,Qualidade/reputação,Privada
3238,Possibilidade de ter bolsa de estudo,Privada
3239,Qualidade/reputação,Privada
3240,Qualidade/reputação,Privada
3241,Qualidade/reputação,Privada
3242,Facilidade de acesso,Privada
3243,Qualidade/reputação,Privada
3244,Qualidade/reputação,Privada
3245,Qualidade/reputação,Privada
3246,Qualidade/reputação,Privada
3249,Qualidade/reputação,Privada
3250,Facilidade de acesso,Privada
3251,Possibilidade de ter bolsa de estudo,Privada
3253,Outro motivo,Privada
3254,Qualidade/reputação,Privada
3255,Qualidade/reputação,Privada
3256,Outro motivo,Privada
3258,Facilidade de acesso,Privada
3259,Qualidade/reputação,Privada
3261,Outro motivo,Privada
3262,Qualidade/reputação,Privada
3263,Possibilidade de ter bolsa de estudo,Privada
3264,Qualidade/reputação,Privada
3265,Qualidade/reputação,Privada
3266,Qualidade/reputação,Privada
3267,Outro motivo,Privada
3269,Proximidade da minha residência,Privada
3270,Gratuidade,Pública
3271,Qualidade/reputação,Pública
3272,Gratuidade,Pública
3273,Gratuidade,Pública
3274,Qualidade/reputação,Pública
3275,Outro motivo,Pública
3276,Gratuidade,Pública
3277,Qualidade/reputação,Pública
3278,Qualidade/reputação,Pública
3279,Qualidade/reputação,Pública
3280,Qualidade/reputação,Pública
3281,Proximidade da minha residência,Pública
3282,Gratuidade,Pública
3283,Qualidade/reputação,Pública
3284,Qualidade/reputação,Pública
3285,Qualidade/reputação,Pública
3286,Gratuidade,Pública
3287,Qualidade/reputação,Pública
3288,Proximidade da minha residência,Pública
3289,Qualidade/reputação,Pública
3290,Qualidade/reputação,Pública
3291,Qualidade/reputação,Pública
3292,Qualidade/reputação,Pública
3293,Outro motivo,Pública
3294,Qualidade/reputação,Pública
3295,Qualidade/reputação,Pública
3296,Gratuidade,Pública
3297,Gratuidade,Pública
3299,Gratuidade,Pública
3300,Gratuidade,Pública
3301,Gratuidade,Pública
3302,Gratuidade,Pública
3305,Gratuidade,Pública
3306,Gratuidade,Pública
3307,Gratuidade,Pública
3308,Gratuidade,Pública
3309,Facilidade de acesso,Pública
3310,Proximidade da minha residência,Pública
3311,Gratuidade,Pública
3312,Gratuidade,Pública
3313,Gratuidade,Pública
3314,Gratuidade,Pública
3315,Gratuidade,Pública
3316,Facilidade de acesso,Pública
3317,Facilidade de acesso,Pública
3318,Proximidade da minha residência,Pública
3320,Gratuidade,Pública
3322,Qualidade/reputação,Pública
3323,Proximidade da minha residência,Pública
3324,Gratuidade,Pública
3326,Gratuidade,Pública
3327,Gratuidade,Pública
3328,Foi a única onde tive aprovação,Pública
3329,Gratuidade,Pública
3330,Proximidade da minha residência,Pública
3331,Gratuidade,Pública
3332,Gratuidade,Pública
3334,Gratuidade,Pública
3336,Gratuidade,Pública
3337,Outro motivo,Pública
3338,Proximidade da minha residência,Pública
3339,Gratuidade,Pública
3340,Facilidade de acesso,Pública
3341,NA,Pública
3342,Gratuidade,Pública
3343,NA,Pública
3345,Outro motivo,Pública
3349,Proximidade da minha residência,Pública
3350,Proximidade da minha residência,Pública
3351,NA,Pública
3352,Gratuidade,Pública
3353,Gratuidade,Pública
3354,Gratuidade,Pública
3355,Gratuidade,Pública
3356,Gratuidade,Pública
3357,Gratuidade,Pública
3358,Foi a única onde tive aprovação,Pública
3359,Gratuidade,Pública
3360,Facilidade de acesso,Pública
3361,Gratuidade,Pública
3362,Outro motivo,Pública
3363,Gratuidade,Pública
3364,Facilidade de acesso,Pública
3366,Proximidade da minha residência,Pública
3367,Qualidade/reputação,Pública
3369,NA,Pública
3370,Facilidade de acesso,Pública
3371,NA,Pública
3372,Qualidade/reputação,Pública
3373,Gratuidade,Pública
3374,Outro motivo,Pública
3375,Gratuidade,Pública
3376,Gratuidade,Pública
3377,Gratuidade,Pública
3379,Qualidade/reputação,Pública
3380,Qualidade/reputação,Pública
3381,Qualidade/reputação,Pública
3382,Qualidade/reputação,Pública
3387,Gratuidade,Pública
3389,Gratuidade,Pública
3390,Gratuidade,Pública
3391,Qualidade/reputação,Pública
3393,Qualidade/reputação,Pública
3394,Gratuidade,Pública
3395,Gratuidade,Pública
3396,Gratuidade,Pública
3398,Outro motivo,Pública
3399,Qualidade/reputação,Pública
3400,Gratuidade,Pública
3401,Qualidade/reputação,Pública
3402,Qualidade/reputação,Pública
3403,Gratuidade,Pública
3404,Qualidade/reputação,Pública
3406,Qualidade/reputação,Pública
3407,Proximidade da minha residência,Pública
3408,Gratuidade,Pública
3409,Foi a única onde tive aprovação,Pública
3410,Gratuidade,Pública
3411,Gratuidade,Pública
3412,Qualidade/reputação,Pública
3413,Gratuidade,Pública
3414,Gratuidade,Pública
3415,Qualidade/reputação,Pública
3416,Gratuidade,Pública
3418,Qualidade/reputação,Pública
3419,Gratuidade,Pública
3420,Facilidade de acesso,Pública
3422,Gratuidade,Pública
3423,Qualidade/reputação,Pública
3424,Qualidade/reputação,Pública
3425,Gratuidade,Pública
3427,Qualidade/reputação,Pública
3428,Qualidade/reputação,Pública
3429,Outro motivo,Pública
3430,Gratuidade,Pública
3431,Qualidade/reputação,Pública
3432,Gratuidade,Pública
3433,Gratuidade,Pública
3434,Gratuidade,Pública
3435,Gratuidade,Pública
3436,Gratuidade,Pública
3437,Proximidade da minha residência,Pública
3439,Qualidade/reputação,Pública
3440,Gratuidade,Pública
3441,Gratuidade,Pública
3442,Gratuidade,Pública
3445,Qualidade/reputação,Pública
3446,Gratuidade,Pública
3447,Qualidade/reputação,Pública
3448,Outro motivo,Pública
3449,Outro motivo,Pública
3451,Qualidade/reputação,Pública
3452,Gratuidade,Pública
3454,Gratuidade,Pública
3456,Qualidade/reputação,Pública
3458,Gratuidade,Pública
3459,Foi a única onde tive aprovação,Pública
3461,Gratuidade,Pública
3462,Gratuidade,Pública
3463,Outro motivo,Pública
3464,Gratuidade,Pública
3465,Qualidade/reputação,Pública
3466,Gratuidade,Pública
3469,Gratuidade,Pública
3470,Gratuidade,Pública
3471,NA,Pública
3472,Gratuidade,Pública
3474,Gratuidade,Pública
3477,Gratuidade,Pública
3480,Gratuidade,Pública
3481,Gratuidade,Pública
3487,Gratuidade,Pública
3488,Qualidade/reputação,Pública
3489,Gratuidade,Pública
3492,Gratuidade,Pública
3493,NA,Pública
3495,NA,Pública
3497,Qualidade/reputação,Pública
3498,Outro motivo,Pública
3500,Qualidade/reputação,Pública
3502,Gratuidade,Pública
3506,Gratuidade,Pública
3507,Gratuidade,Pública
3508,Qualidade/reputação,Pública
3510,Gratuidade,Pública
